job_level,avg_salary_onsite,avg_salary_remote,premium_pct,count_onsite,count_remote
MI_Actuary,141225.0,141836.0,0.4326429456540981,12,10
MI_Cloud Database Engineer,116640.0,117053.125,0.3541881001371742,10,8
MI_AI Scientist,139907.40740740742,140306.33333333334,0.2851356717405699,27,6
EN_Business Intelligence Analyst,100346.8469387755,100329.18918918919,-0.017596715915837537,196,37
EN_AI Engineer,90440.09836065574,90250.0,-0.21019256292454533,61,16
SE_Principal Engineer,176715.63157894736,176167.0,-0.31046012967011305,38,14
SE_Software Developer,150982.38036809815,150469.9375,-0.33940574181490896,326,48
MI_Business Analyst,102092.1551724138,101707.5,-0.37677250692199543,58,8
SE_BI Engineer,132422.92307692306,131750.38888888888,-0.5078684055656434,26,36
SE_Product Owner,148698.4347826087,147920.57142857142,-0.5231146885806086,46,7
SE_Data and Reporting Professional,86750.0,86250.0,-0.5763688760806917,6,14
SE_Power BI Developer,109665.55882352941,108766.44444444444,-0.8198694181933663,34,18
MI_Data Architect,139522.875,138366.66666666666,-0.8286872911222213,40,15
SE_Machine Learning Scientist,179456.04897959184,177303.87878787878,-1.1992742534735095,245,99
MI_Analyst,108533.4761255116,107210.01162790698,-1.2194067165729852,733,172
EN_Data Analyst,88877.00162942272,87701.21288209606,-1.3229392596176595,4296,916
SE_Analytics Engineer,159633.57723577236,157238.47526881722,-1.5003748011094664,861,465
SE_Solution Architect,172879.4537037037,169502.76388888888,-1.953204815537019,216,72
SE_Analyst,123725.9265639166,121291.64285714286,-1.9674806844272814,2206,532
SE_Lead Engineer,181426.56756756757,177657.46875,-2.0774789867332255,74,32
SE_Data Engineer,159606.4309233091,156156.8209013209,-2.1613226998639736,7289,2574
SE_Associate,116894.54,114364.72222222222,-2.1641881458088417,300,36
EN_Analyst,95434.33538251366,93348.17391304347,-2.1859653143793265,1464,207
SE_Systems Engineer,183362.698630137,178887.1590909091,-2.440812429498305,438,88
MI_Developer,116367.83422459893,113499.34,-2.46502329764299,374,50
SE_ML Scientist,187002.6923076923,181984.0,-2.683754038917583,26,12
MI_Business Intelligence Analyst,109118.80357142857,105932.5625,-2.9199743464405468,112,32
MI_Data Specialist,75802.18129770992,73558.5,-2.9599165344569083,524,102
SE_Data Quality Analyst,120771.66,117052.0,-3.0799112970708555,50,10
SE_Researcher,202306.85294117648,196034.88888888888,-3.1002232307529694,68,18
SE_Business Intelligence Developer,125438.66363636364,121358.0,-3.2531147240161484,110,48
MI_Bioinformatics Scientist,128977.5,124696.83333333333,-3.318925135521057,8,6
SE_Business Intelligence Lead,137743.61538461538,133068.75,-3.393888981033318,26,16
EX_Director,206104.5918367347,198956.88095238095,-3.468001765829555,490,126
SE_Business Intelligence Analyst,127465.35416666667,122975.32978723405,-3.5225449368474786,192,94
SE_Software Engineer,200694.24728918832,193190.4175257732,-3.7389361502736835,9499,2134
SE_Site Reliability Engineer,196407.16455696203,188969.72826086957,-3.7867438862880465,237,92
MI_Data Engineer,127191.4288480155,122335.07868252516,-3.8181426291651483,4132,1093
SE_Machine Learning Engineer,208737.22413087936,200739.08032128515,-3.8316806419631866,4890,1494
MI_Product Specialist,141700.0,136016.66666666666,-4.010820983298054,10,6
SE_Statistical Programmer,142616.05,136867.85714285713,-4.030537135997568,40,28
MI_Product Analyst,113945.625,109205.91666666667,-4.159622919557752,32,12
SE_Engineer,184201.65296640457,176528.06855575868,-4.1658607765291995,5596,1094
EN_Consultant,85726.828125,82051.6,-4.287138816848643,64,50
MI_Analytics Engineer,137989.9358974359,131864.02978723403,-4.439386155491145,468,235
MI_Data Product Manager,145683.55084745763,139157.92105263157,-4.4793181912890905,118,38
SE_Product Manager,195682.548092869,186874.06084656084,-4.501416877568324,1206,378
SE_MLOps Engineer,174906.53333333333,166735.37735849057,-4.67172713283976,90,53
MI_Data Analyst,97714.3514056225,93015.56260434056,-4.808698756825154,1992,599
SE_Data Governance Analyst,128383.92307692308,121961.0,-5.002902951543778,52,20
SE_Data Analytics Manager,164730.0,156258.10714285713,-5.142896167755035,30,28
SE_BI Developer,119716.09756097561,113170.6551724138,-5.467470559026527,82,58
SE_Solutions Architect,197168.55362776027,186162.30817610063,-5.582150525097737,634,318
EN_BI Analyst,88850.08771929824,83849.5625,-5.6280475885361785,57,16
EX_Director of Product Management,262368.4090909091,247375.0,-5.714639633201416,22,6
EX_Data Analyst,115845.1530612245,109129.0,-5.797526166394714,98,12
SE_Data Analytics Lead,166106.625,156475.92307692306,-5.797903559281236,104,26
SE_Computer Vision Engineer,185521.24705882353,174709.52380952382,-5.827754729285332,85,21
EX_Manager,190627.62711864407,178928.57142857142,-6.137124962894972,118,14
MI_Business Intelligence Developer,105789.91333333333,99259.01538461538,-6.173459966962773,150,65
SE_Data Scientist,171919.4929479769,161288.26942514215,-6.183838342317451,8650,3166
MI_Analytics Manager,151613.66666666666,142083.9,-6.285559129454027,18,10
SE_Technical Support Engineer,127432.14285714286,119333.33333333333,-6.35538989004419,14,6
MI_AI Developer,146994.8148148148,137532.4,-6.437243944104852,81,20
EN_Business Intelligence,87090.90909090909,81462.5,-6.462682672233817,22,12
MI_BI Developer,97849.3870967742,91045.15384615384,-6.9537821876092965,124,26
EX_Analytics Engineer,213511.36363636365,198500.0,-7.030709457661402,22,14
SE_Account Executive,228750.0,212600.0,-7.060109289617486,8,5
MI_Power BI Developer,100533.78571428571,93289.11764705883,-7.206202388335435,70,17
MI_Machine Learning Researcher,186985.7358490566,173404.0,-7.263514399847265,53,10
MI_Data Scientist,137857.39710268428,127815.15085388994,-7.284517523070806,4694,1054
SE_Decision Scientist,162089.414893617,150157.1,-7.361563308405089,94,50
EN_Analytics Engineer,100537.05263157895,92968.58333333333,-7.528039762594297,38,12
SE_Technical Architect,183545.20588235295,169648.875,-7.571067201428344,34,8
SE_Data Modeler,143585.1090909091,131978.7142857143,-8.083285849541937,110,28
SE_Research Scientist,206936.45703125,190132.9617834395,-8.12012319572716,1536,157
EN_Data Operations Analyst,86369.38888888889,79215.27777777778,-8.283155876342503,36,18
MI_Manager,154490.30852941176,141576.14701601164,-8.359204947112607,3400,687
SE_AI Engineer,185580.21382289418,169869.14503816795,-8.465918031390924,926,262
SE_Head of Data,176000.0,160724.0,-8.679545454545455,8,9
EN_AI Developer,93268.27272727272,85162.33333333333,-8.690993364530405,11,9
MI_Data Operations Associate,85322.1,77883.33333333333,-8.718452390021666,10,6
MI_Full Stack Developer,125317.59615384616,114389.5,-8.720320600811938,52,6
SE_Manager,183488.2717913521,167274.02337228713,-8.836667466955321,2914,599
SE_Data Infrastructure Engineer,195045.25925925927,177770.0,-8.857051601698528,54,20
SE_Security Engineer,191636.76470588235,174555.83333333334,-8.913180828722634,34,6
EX_Machine Learning Engineer,235740.15151515152,214570.0,-8.980290959807443,66,10
SE_Data Product Manager,172165.38095238095,156651.07142857142,-9.01128289438201,126,42
SE_Quantitative Analyst,143596.2142857143,130650.0,-9.015707238601099,70,6
EX_Software Engineer,230589.57352941178,209153.84615384616,-9.296052309508038,136,26
EN_Research Analyst,106271.57575757576,96126.25531914894,-9.546598294138487,198,47
MI_Platform Engineer,156770.52816901408,141738.66666666666,-9.588448592927874,142,30
MI_Decision Scientist,133128.6379310345,120083.33333333333,-9.799022058994632,58,12
MI_Machine Learning Scientist,158326.7984496124,142726.23076923078,-9.853396792676577,129,26
EN_Engineer,102531.23320158102,92346.61363636363,-9.933187427087677,506,44
MI_Solutions Engineer,132774.87378640776,119504.5,-9.994642365659889,103,26
SE_DataOps Engineer,145915.15,131216.0,-10.073765472605137,20,6
SE_Data Governance Lead,155178.9375,139449.42307692306,-10.136372033786438,96,26
SE_Developer,134458.1325,120794.65322580645,-10.161883866856138,400,124
SE_Research Engineer,212721.5292792793,190949.75,-10.234873429616712,888,84
SE_QA Engineer,154041.66666666666,138194.75,-10.287422234243977,24,20
MI_Data Analytics Specialist,100442.45238095238,89850.0,-10.545792271954825,42,8
MI_Data Analytics Consultant,97856.25,87237.54545454546,-10.85132993084708,16,11
SE_Data Visualization Engineer,144964.71875,129185.71428571429,-10.884720503267772,32,14
SE_Architect,193262.04954954956,171635.3674698795,-11.19034085071383,666,166
MI_Engineer,149629.2566700439,132869.52463054188,-11.200838935168848,2961,406
MI_Data Infrastructure Engineer,204468.45833333334,181000.0,-11.477789055891469,24,10
SE_Business Intelligence,155782.34905660377,137822.04,-11.529104012982787,106,50
MI_Data Management Analyst,91543.45833333333,80865.125,-11.664769419624463,48,8
MI_Machine Learning Engineer,180069.54691358024,158820.6264367816,-11.800396480697822,1620,348
SE_Data Operations Engineer,158199.96153846153,139290.625,-11.95280729184267,26,8
SE_Technical Lead,200743.71978021978,176739.48387096773,-11.957652242138685,182,62
SE_Backend Engineer,197826.87958115182,173980.21951219512,-12.054307341573574,191,123
EN_Applied Scientist,153606.39285714287,135000.0,-12.11303286995822,56,16
SE_Platform Engineer,188702.5956521739,165096.875,-12.50948381000819,230,96
SE_Machine Learning Infrastructure Engineer,188260.0,164449.26666666666,-12.64779206062538,16,15
SE_DevOps Engineer,162533.73828125,140880.13333333333,-13.32252932646332,256,75
SE_Business Analyst,126724.58333333333,109638.69047619047,-13.482697995700274,180,42
SE_Bioinformatics Scientist,160430.96296296295,138629.16666666666,-13.589519063928732,54,12
SE_AI Scientist,201277.45901639343,173838.7931034483,-13.632259691190928,61,29
SE_Business Intelligence Specialist,138036.41666666666,119210.0,-13.6387318080917,12,8
MI_Engineering Manager,262234.6377777778,226367.73504273503,-13.677408537249377,450,117
MI_Software Engineer,172305.0803014553,148496.192,-13.817867853809421,3848,625
EN_Data Engineer,92583.5752688172,79782.97727272728,-13.82599230902812,558,88
MI_Software Development Engineer,159359.09160305344,137280.41666666666,-13.854669171547751,262,12
SE_Cloud Database Engineer,173552.7,149135.0,-14.06932879753528,10,15
EN_Data Scientist,105846.83815028901,90629.38888888889,-14.376857662761058,692,108
SE_Artificial Intelligence Engineer,176917.8125,151266.66666666666,-14.498905153110767,16,6
MI_Product Designer,187900.0,159875.0,-14.914848323576372,10,8
MI_Cloud Engineer,121424.7,103275.0,-14.947288319427592,80,8
SE_Director,245422.35074626867,208713.26470588235,-14.957515453976816,134,34
SE_Applied Scientist,196292.0556983719,166252.10294117648,-15.303702765921251,1167,408
MI_DevOps Engineer,130632.15,109907.46428571429,-15.86491971102497,180,28
MI_Product Manager,187818.18855656698,157552.74375,-16.11422463349531,769,160
MI_Research Scientist,186691.89612530914,156523.66666666666,-16.159367430921222,1213,156
SE_Machine Learning Architect,230139.0,192675.0,-16.27885755999635,24,8
SE_Data Governance Specialist,127361.19230769231,106237.5,-16.585658413639468,26,8
MI_Data Visualization Specialist,100363.23529411765,83713.83333333333,-16.589144333572666,34,6
MI_Site Reliability Engineer,164912.35074626867,136820.05263157896,-17.034684174693524,134,19
MI_Data Operations Manager,191861.11111111112,158631.25,-17.319748081656297,18,8
MI_Research Analyst,108039.23076923077,89275.0,-17.367978868074985,39,12
SE_Tech Lead,202198.390625,166674.16666666666,-17.568994416091606,64,6
EN_Data and Reporting Analyst,89826.0,73950.0,-17.674170062120098,10,6
EN_Software Engineer,124426.74787052811,102009.8947368421,-18.016104669883195,587,38
MI_Python Developer,101012.88,82508.5,-18.31883221228818,50,6
EN_Data Quality Analyst,82781.03846153847,67592.25,-18.34814921848975,78,8
SE_Machine Learning Researcher,166590.0,135812.0885608856,-18.475245476387776,86,542
MI_Software Developer,122275.98475609756,99268.05555555556,-18.816392480040655,328,36
SE_AI Architect,215572.6995515695,174900.52380952382,-18.867034567295036,223,63
MI_Quantitative Analyst,153482.86842105264,123780.0,-19.35256274958855,38,10
MI_Machine Learning Developer,103114.95454545454,82991.2,-19.51584484923931,22,5
SE_Data Governance Engineer,162457.35714285713,130000.0,-19.979001082921535,14,6
MI_AI Engineer,171679.79371316306,137260.60588235295,-20.048479256863832,509,170
EN_Manager,142577.34615384616,113893.9,-20.11781459510102,52,10
SE_Actuary,204882.5,163010.0,-20.43732383195246,8,10
MI_Research Engineer,203832.21109123435,162020.4107142857,-20.512852288215562,559,56
MI_Data Visualization Engineer,112208.83870967742,89076.92307692308,-20.615056620097914,31,13
SE_Business Intelligence Engineer,151111.19174757283,119513.51851851853,-20.910213772807353,412,162
MI_Data Operations Analyst,86597.38888888889,67964.33333333333,-21.51687919766635,36,6
MI_Data Management Specialist,79888.88414634146,62685.454545454544,-21.534196884479517,164,22
SE_Product Designer,209614.45,162732.75,-22.365681373588515,140,44
SE_Data Operations Analyst,130815.0,101416.66666666667,-22.473212806890132,20,12
MI_MLOps Engineer,150831.85,115255.11111111111,-23.587020174378885,40,9
SE_Insight Analyst,114936.08823529411,87794.0,-23.6149399653567,34,10
EN_Business Intelligence Engineer,95446.66666666667,72800.0,-23.727037787245937,12,6
EN_Data Management Analyst,91942.67105263157,68413.75,-25.590860895440702,152,16
SE_Research Analyst,137928.3064516129,102613.6875,-25.603605133803153,124,16
EN_Research Scientist,197028.6123076923,144519.4,-26.65055176133028,325,35
SE_AI Developer,180295.9540229885,130791.14285714286,-27.457527504767842,87,7
SE_Prompt Engineer,177181.3404255319,126145.75,-28.804156410015313,47,12
EN_Machine Learning Engineer,154857.8005319149,109697.85294117648,-29.162203928778734,376,34
MI_BI Analyst,118319.5625,83810.0,-29.166404752384032,32,10
MI_QA Engineer,135182.97297297296,92500.0,-31.574222725155288,37,12
MI_AI Researcher,206037.45,137492.5,-33.268199543335456,40,10
MI_Technical Writer,172833.33333333334,114062.5,-34.00433944069432,6,8
MI_Business Intelligence Engineer,132123.5507246377,86547.66216216216,-34.49490141046957,276,74
MI_Computer Vision Engineer,164578.8947368421,97096.875,-41.00283930375417,38,8
MI_Data Operations Specialist,96962.14285714286,56050.0,-42.19393430425718,28,10
EX_Account Executive,201556.41379310345,114603.4328358209,-43.14076606192215,58,134
SE_Machine Learning Developer,197442.85714285713,101010.66666666667,-48.84055664086052,14,6
EN_Research Engineer,149496.70103092783,70606.11111111111,-52.77078984070415,97,9
SE_Data Operations Specialist,107800.0,50806.666666666664,-52.86951144094001,10,6
